"","Full Date w/ R","variable","value"
"189",2016-01-08 20:00:00,"Method One",0.000267776930540818
"190",2016-01-08 21:00:00,"Method One",0.000668078128595784
"191",2016-01-08 22:00:00,"Method One",0.000357109883770338
"192",2016-01-08 23:00:00,"Method One",0.0004862235412732
"193",2016-01-09 00:00:00,"Method One",0.000160936327361611
"194",2016-01-09 01:00:00,"Method One",0.000274829531749947
"195",2016-01-09 02:00:00,"Method One",2.34121317179343e-05
"196",2016-01-09 03:00:00,"Method One",2.34121317179343e-05
"197",2016-01-09 04:00:00,"Method One",2.34121317179343e-05
"198",2016-01-09 05:00:00,"Method One",0.000274829531749947
"199",2016-01-09 06:00:00,"Method One",0.000365697438523319
"200",2016-01-09 07:00:00,"Method One",2.12349761491826e-05
"201",2016-01-09 08:00:00,"Method One",0.000715860000939111
"202",2016-01-09 09:00:00,"Method One",0.000357109883770338
"203",2016-01-09 10:00:00,"Method One",0.000357109883770338
"204",2016-01-09 11:00:00,"Method One",0.000357109883770338
"205",2016-01-09 12:00:00,"Method One",0.000357109883770338
"206",2016-01-09 13:00:00,"Method One",0.000715860000939111
"207",2016-01-09 14:00:00,"Method One",0.000715860000939111
"208",2016-01-09 15:00:00,"Method One",0.000715860000939111
"209",2016-01-09 16:00:00,"Method One",0.000715860000939111
"210",2016-01-09 17:00:00,"Method One",0.000357109883770338
"211",2016-01-09 18:00:00,"Method One",0.00202316401447739
"212",2016-01-09 19:00:00,"Method One",0.000357109883770338
"213",2016-01-09 20:00:00,"Method One",9.91858860116062e-05
"214",2016-01-09 21:00:00,"Method One",0.000715860000939111
"215",2016-01-09 22:00:00,"Method One",0.00119646019957658
"216",2016-01-09 23:00:00,"Method One",0.000739013858781917
"217",2016-01-10 00:00:00,"Method One",0.00158579748347273
"218",2016-01-10 01:00:00,"Method One",3.74194555511834e-05
"219",2016-01-10 02:00:00,"Method One",0.000922143937616453
"220",2016-01-10 03:00:00,"Method One",9.51329287277088e-05
"221",2016-01-10 04:00:00,"Method One",9.51329287277088e-05
"222",2016-01-10 05:00:00,"Method One",0.000922143937616453
"223",2016-01-10 06:00:00,"Method One",3.74194555511834e-05
"224",2016-01-10 07:00:00,"Method One",2.34121317179343e-05
"225",2016-01-10 08:00:00,"Method One",0.000274829531749947
"226",2016-01-10 09:00:00,"Method One",0.000137272416301605
"227",2016-01-10 10:00:00,"Method One",0.00045422106241334
"228",2016-01-10 11:00:00,"Method One",2.12349761491826e-05
"229",2016-01-10 12:00:00,"Method One",0.000715860000939111
"230",2016-01-10 13:00:00,"Method One",0.000715860000939111
"231",2016-01-10 14:00:00,"Method One",0.000715860000939111
"232",2016-01-10 15:00:00,"Method One",0.000715860000939111
"233",2016-01-10 16:00:00,"Method One",0.000357109883770338
"234",2016-01-10 17:00:00,"Method One",0.00085953636383909
"235",2016-01-10 18:00:00,"Method One",0.000863489500500418
"236",2016-01-10 19:00:00,"Method One",0.000863489500500418
"237",2016-01-10 20:00:00,"Method One",0.000863489500500418
"238",2016-01-10 21:00:00,"Method One",0.000267776930540818
"239",2016-01-10 22:00:00,"Method One",0.000381002395404921
"240",2016-01-10 23:00:00,"Method One",0.000227077877116792
"241",2016-01-11 00:00:00,"Method One",0.000357109883770338
"242",2016-01-11 01:00:00,"Method One",0.000196218010937438
"243",2016-01-11 02:00:00,"Method One",0.000357109883770338
"244",2016-01-11 03:00:00,"Method One",0.00202316401447739
"245",2016-01-11 04:00:00,"Method One",0.000115623615794627
"246",2016-01-11 05:00:00,"Method One",0.000312223548898047
"247",2016-01-11 06:00:00,"Method One",0.00116374707659912
"248",2016-01-11 07:00:00,"Method One",0.000739013858781917
"249",2016-01-11 08:00:00,"Method One",0.000739013858781917
"250",2016-01-11 09:00:00,"Method One",0.000407081286757557
"251",2016-01-11 10:00:00,"Method One",0.000782883217202533
"252",2016-01-11 11:00:00,"Method One",0.000462954157944018
"253",2016-01-11 12:00:00,"Method One",0.00045817103800387
